012232,1
012329,0
013250,1
013351,0
013905,1
014007,0
014557,1
014653,0
024525,1
024628,0
024806,1
024902,0
024933,1
025029,0
030940,1
031031,0
031453,1
031610,0
031717,1
031810,0
032152,1
032357,0
032440,1
032535,0
033206,1
033326,0
033846,1
033941,0
034146,1
034254,0
040344,1
040455,0
042736,1
042916,0
044814,1
044937,0
045035,1
045131,0
050302,1
050407,0
050740,1
050831,0
050917,1
051025,0
051110,1
051226,0
052354,1
052447,0
060651,1
060753,0
061307,1
061409,0
061703,1
061806,0
062232,1
062332,0
063127,1
063226,0
063301,1
063353,0
063946,1
064043,0
064308,1
064400,0
064504,1
064605,0
064815,1
064923,0
065117,1
065214,0
065441,1
065547,0
070213,1
070309,0
