003502,1
003505,0
010735,1
010747,0
011024,1
011035,0
011859,1
011909,0
012313,1
012316,0
012323,1
012330,0
012349,1
012353,0
012359,1
012402,0
012404,1
012407,0
015705,1
015717,0
021249,1
021258,0
023125,1
023139,0
023144,1
023147,0
023235,1
023238,0
023241,1
023251,0
023254,1
023257,0
025206,1
025215,0
025322,1
025325,0
025754,1
025800,0
025917,1
025927,0
030423,1
030447,0
030849,1
030903,0
030935,1
030938,0
031237,1
031251,0
032851,1
032907,0
032953,1
032956,0
035553,1
035557,0
035600,1
035610,0
041040,1
041054,0
041900,1
041908,0
042518,1
042524,0
042527,1
042531,0
042620,1
042625,0
042629,1
042634,0
042728,1
042731,0
042749,1
042752,0
043728,1
043732,0
043734,1
043747,0
043901,1
043904,0
044123,1
044128,0
044404,1
044410,0
045124,1
045140,0
045151,1
045155,0
045308,1
045311,0
045429,1
045432,0
050247,1
050255,0
050316,1
050327,0
052421,1
052438,0
052507,1
052518,0
053930,1
053946,0
054002,1
054009,0
054353,1
054356,0
054358,1
054403,0
055325,1
055339,0
055713,1
055725,0
060155,1
060211,0
060433,1
060452,0
060904,1
060917,0
061826,1
061828,0
061831,1
061835,0
061837,1
061841,0
062733,1
062755,0
063020,1
063036,0
063042,1
063048,0
064845,1
064858,0
