005037,0
012005,1
012019,0
012245,1
012257,0
013552,1
013606,0
014043,1
014054,0
014135,1
014140,0
014143,1
014148,0
015314,1
015328,0
015448,1
015450,0
015454,1
015458,0
021520,1
021523,0
021528,1
021540,0
022016,1
022019,0
022639,1
022642,0
024636,1
024652,0
025153,1
025206,0
025209,1
025212,0
025733,1
025750,0
030546,1
030550,0
031228,1
031232,0
031505,1
031520,0
031644,1
031650,0
031928,1
031931,0
031933,1
031936,0
032028,1
032035,0
032043,1
032046,0
032111,1
032115,0
032610,1
032621,0
040256,1
040307,0
040955,1
041011,0
041013,1
041016,0
042225,1
042236,0
042805,1
042816,0
042900,1
042903,0
042916,1
042918,0
044204,1
044218,0
044224,1
044230,0
044240,1
044245,0
044337,1
044341,0
044345,1
044349,0
044753,1
044759,0
044801,1
044812,0
044847,1
044856,0
044941,1
044944,0
044947,1
044951,0
044957,1
045000,0
045040,1
045046,0
045402,1
045414,0
045604,1
045614,0
045617,1
045629,0
050238,1
050301,0
050323,1
050326,0
050329,1
050331,0
051012,1
051028,0
051347,1
051353,0
051355,1
051404,0
051427,1
051431,0
051526,1
051532,0
051657,1
051700,0
051715,1
051720,0
051951,1
052000,0
052003,1
052006,0
052515,1
052532,0
052943,1
052947,0
052956,1
053001,0
053057,1
053100,0
053109,1
053112,0
053151,1
053153,0
053158,1
053203,0
060315,1
060327,0
060713,1
060729,0
061104,1
061107,0
061110,1
061116,0
061437,1
061450,0
061551,1
061554,0
061557,1
061600,0
062010,1
062013,0
062321,1
062330,0
062810,1
062821,0
063132,1
063144,0
063357,1
063402,0
063439,1
063442,0
063445,1
063455,0
064144,1
064153,0
