012232,1
012244,0
013250,1
013306,0
013904,1
013914,0
013916,1
013924,0
014601,1
014610,0
024525,1
024545,0
024806,1
024816,0
030939,1
030947,0
031453,1
031528,0
031716,1
031725,0
032154,1
032243,0
032248,1
032316,0
032442,1
032455,0
033205,1
033215,0
033233,1
033247,0
033846,1
033900,0
034146,1
034210,0
040358,1
040411,0
042803,1
042830,0
044339,1
044347,0
044814,1
044850,0
045035,1
045047,0
050300,1
050320,0
050918,1
050941,0
051112,1
051143,0
052354,1
052403,0
060651,1
060707,0
061308,1
061322,0
061700,1
061717,0
062231,1
062249,0
063131,1
063144,0
063945,1
063959,0
064506,1
064520,0
064815,1
064839,0
065115,1
065129,0
065442,1
065505,0
070213,1
070226,0
