005031,1
005041,0
012004,1
012022,0
012245,1
012303,0
013551,1
013610,0
014043,1
014058,0
014143,1
014152,0
015314,1
015332,0
015447,1
015503,0
021520,1
021545,0
024636,1
024655,0
025153,1
025211,0
025734,1
025753,0
031228,1
031237,0
031505,1
031523,0
031928,1
031938,0
032613,1
032624,0
040256,1
040312,0
040955,1
041014,0
042225,1
042242,0
042806,1
042818,0
044204,1
044222,0
044754,1
044817,0
044847,1
044902,0
044942,1
044952,0
045042,1
045050,0
045404,1
045419,0
045603,1
045633,0
050238,1
050306,0
050324,1
050336,0
051013,1
051033,0
051347,1
051405,0
051715,1
051724,0
051952,1
052003,0
052515,1
052537,0
052943,1
052952,0
052956,1
053005,0
053057,1
053118,0
053158,1
053207,0
060315,1
060331,0
060714,1
060733,0
061104,1
061119,0
061437,1
061455,0
061550,1
061603,0
062321,1
062334,0
062810,1
062830,0
063134,1
063146,0
063440,1
063500,0
064145,1
064156,0
