013257,1
013319,0
015232,1
015254,0
015422,1
015430,0
021459,1
021516,0
022324,1
022346,0
023021,1
023030,0
023032,1
023040,0
025156,1
025216,0
025223,1
025236,0
025314,1
025325,0
025337,1
025348,0
025407,1
025418,0
025515,1
025523,0
030518,1
030532,0
032057,1
032115,0
032540,1
032554,0
033456,1
033520,0
033830,1
033838,0
034402,1
034417,0
035520,1
035544,0
040615,1
040634,0
041016,1
041038,0
041554,1
041607,0
041919,1
041932,0
042526,1
042553,0
045531,1
045550,0
045703,1
045712,0
045959,1
050008,0
052917,1
052934,0
053032,1
053053,0
053545,1
053604,0
054226,1
054244,0
054704,1
054716,0
055344,1
055403,0
060125,1
060139,0
060213,1
060221,0
060648,1
060704,0
060945,1
061001,0
061856,1
061923,0
062445,1
062505,0
064808,1
064822,0
065221,1
065241,0
065257,1
065311,0
065603,1
065618,0
070914,1
070926,0
