004732,1
004736,0
005335,1
005340,0
005555,1
005607,0
005816,1
005819,0
010343,1
010347,0
012125,1
012146,0
013241,1
013249,0
013726,1
013731,0
014727,1
014738,0
015102,1
015111,0
015238,1
015241,0
022430,1
022446,0
022449,1
022453,0
022521,1
022524,0
022608,1
022611,0
023302,1
023305,0
023347,1
023350,0
023352,1
023356,0
024108,1
024111,0
025545,1
025557,0
025658,1
025701,0
025705,1
025710,0
030402,1
030414,0
030537,1
030540,0
030622,1
030625,0
031134,1
031137,0
031338,1
031346,0
031356,1
031401,0
031936,1
031941,0
032151,1
032204,0
032726,1
032730,0
033428,1
033432,0
033444,1
033448,0
033659,1
033714,0
034512,1
034521,0
035126,1
035135,0
035138,1
035141,0
040917,1
040926,0
040928,1
040932,0
043739,1
043757,0
045405,1
045414,0
050145,1
050200,0
050632,1
050641,0
051707,1
051712,0
051714,1
051721,0
052433,1
052440,0
052754,1
052812,0
053351,1
053406,0
053509,1
053515,0
053912,1
053923,0
054408,1
054424,0
060957,1
061008,0
061605,1
061616,0
062236,1
062252,0
062847,1
062852,0
064355,1
064406,0
064832,1
064851,0
065130,1
065135,0
065358,1
065400,0
070025,1
070038,0
