010622,1
010654,0
012935,1
013007,0
014412,1
014450,0
015345,1
015413,0
015451,1
015513,0
015554,1
015618,0
015847,1
015910,0
020520,1
020556,0
020830,1
020901,0
021119,1
021140,0
023415,1
023449,0
030142,1
030211,0
030400,1
030422,0
031625,1
031657,0
032003,1
032035,0
032451,1
032516,0
033418,1
033443,0
034105,1
034137,0
034241,1
034307,0
034512,1
034537,0
034751,1
034821,0
035256,1
035318,0
043544,1
043613,0
043725,1
043746,0
044716,1
044745,0
045133,1
045155,0
050006,1
050037,0
050238,1
050304,0
050618,1
050640,0
050723,1
050756,0
051358,1
051433,0
052904,1
052931,0
053648,1
053719,0
053830,1
053900,0
053929,1
053951,0
054407,1
054444,0
054914,1
054945,0
060040,1
060106,0
060120,1
060142,0
062528,1
062556,0
062825,1
062857,0
062902,1
062924,0
063632,1
063700,0
064407,1
064434,0
064900,1
064935,0
065442,1
