012433,1
012435,0
013257,1
013316,0
015232,1
015237,0
015240,1
015249,0
021502,1
021518,0
021713,1
021716,0
022324,1
022328,0
022336,1
022343,0
023021,1
023024,0
025156,1
025211,0
025223,1
025232,0
025314,1
025317,0
025339,1
025342,0
032056,1
032100,0
032104,1
032109,0
032540,1
032543,0
032546,1
032553,0
033459,1
033515,0
033643,1
033647,0
033649,1
033652,0
033814,1
033817,0
033830,1
033833,0
034401,1
034412,0
035309,1
035312,0
035520,1
035540,0
040615,1
040628,0
041025,1
041038,0
041553,1
041603,0
041918,1
041929,0
042526,1
042547,0
045528,1
045540,0
045704,1
045708,0
052917,1
052931,0
053032,1
053051,0
053544,1
053602,0
054225,1
054234,0
054236,1
054242,0
054704,1
054712,0
055210,1
055214,0
055344,1
055400,0
060125,1
060137,0
060210,1
060214,0
060647,1
060702,0
060945,1
060948,0
060952,1
061000,0
061213,1
061217,0
061857,1
061919,0
062445,1
062449,0
062452,1
062459,0
062506,1
062509,0
064809,1
064818,0
065222,1
065237,0
065257,1
065307,0
065602,1
065616,0
065622,1
065625,0
070914,1
070926,0
